"key","Brand","Product_id","Product_url","Sku_name"
"","Captain Fin Co","6861256785963","null","Troy Elmore Twin Fins"
"","Former","6861188923435","null","Crux Hex Trunk"
"","Former","6861188890667","null","Crux Hex T-Shirt"
"","Former","6861188497451","null","Great Day T-Shirt"
"","Former","6861188792363","null","Crux Hex Hood"
"","Former","6861188726827","null","Crux Hex Cap"
"","Former","6861188694059","null","Crux Hex Beanie"
"","Pyzel","6859749982251","null","Shortcut"
"","MR Skateboards","6857639264299","null","Mark Richards Super Surf Skate"
"","Vissla","6857233793067","null","High Seas II 3-2 Chest Zip Full Suit"
"","Lost","6855853998123","https://surfboardempire.com.au/products/smoothoperator","Party Crasher (No Tint)"
"","FCS","6854805291051","null","FCS II Sharpeye PC Tri Fins"
"","MR","6854733922347","null","Cali Twin Pin"
"","Pyzel","6794961190955","null","Next Step"
"","Rip Curl","6850937356331","null","Dawn Patrol 1.5mm Long Sleeve Front Zip Jacket"
"","Pyzel","6846073765931","null","Wildcat Twin"
"","O'Neill","6844019048491","null","Boys Hyperfreak 3/2mm Chest Zip Full Suit"
"","Pyzel","6794963583019","null","Mini Ghost Squash Electralite EPS"
"","Lost","6841824772139","null","Retro Tripper (with spray)"
"","Lost","6837433466923","null","Retro Tripper"
"","O'Neill","6840468537387","null","Hyperfreak Fire 3/2mm Chest Zip Full Suit"
"","JS Surfboards","6831226159147","null","Red Baron HYFI 2.0"
"","JS Surfboards","6831225798699","null","Xero Easy Rider HYFI 2.0"
"","Rip Curl","6830532263979","null","Women's Dawn Patrol Long Sleeve Spring Suit"
"","Vissla","6830521712683","null","Heavy Seas Impact 2-2 Spring"
"","Vissla","6830491172907","null","7 Seas 2mm Front Zip Vest"
"","Vissla","6830491041835","null","7 Seas 2mm Front Zip Jacket"
"","Vissla","6830420459563","null","Boys High Seas Fire 4/3mm Chest Zip Full Suit"
"","JS Surfboards","6830420164651","null","Xero HYFI 2.0"
"","Vissla","6830419705899","null","7 Seas Raditude 3/2 Chest Zip Full Suit"
"","Creatures","1796034986027","null","Shortboard Day Use DT 2.0"
"","Yow","6817596768299","null","Mick Fanning x Yow Falcon Performer 33.5"" Surfskate"
"","Yow","6817596669995","null","Mick Fanning x Yow Falcon Driver 32.5"" Surfskate"
"","Creatures","4504531632171","null","Mick Eugene Fanning Lite Traction"
"","Creatures","1796097605675","null","Reliance Pro Leash"
"","Creatures","1829307121707","null","Superlite Comp Leash"
"","Creatures","1796093411371","null","Comp 6ft Leash"
"","Firewire","6806515023915","null","Sci-Fi 2.0 - Ibolic"
"","Cabianca","6804956282923","null","Medina Round Power Roots"
"","Cabianca","6804956184619","null","DFK 2.0 Power Roots"
"","Cabianca","6804956250155","null","Medina Squash Power Roots"
"","FCS","6803812417579","null","FCS II Clique PG Fins"
"","FCS","6803811598379","null","FCS II Harley Single Fin"
"","FCS","6803811500075","null","FCS II Thomas Single Fin"
"","MR Skateboards","6798631043115","null","MR Retro Skateboard"
"","Lost","6795260559403","null","Little Wing"
"","Lost","6796544278571","null","The Last Crusade"
"","Creatures","6792653963307","null","Griffin Colapinto Lite Ecopure Traction"
"","Creatures","6792653635627","null","Mick Fanning Performance Twin Ecopure Traction"
"","MF Softboards","6774531883051","null","Super Soft Tri Fin Softboard"
"","MF Softboards","6767713419307","null","Sugar Glider Softboard"
"","O'Neill","6767698640939","null","TB3X Change Towel"
"","Db","6766928461867","null","The Shelter Single Surfboard Bag"
"","Db","6766928330795","null","Backpack Pro"
"","Db","6766928298027","null","The Aera Tote"
"","Ocean & Earth","6765614497835","null","Surfboard Stack Rack Pair"
"","Channel Islands","6765546897451","https://surfboardempire.com.au/collections/fins/products/channelislandstwinpinfin","Twin Pin"
"","FCS","6765543555115","null","FCS Surf Wax - Base"
"","FCS","6765541720107","null","FCS Surf Wax - Tropical"
"","FCS","6765540737067","null","FCS Surf Wax - Warm"
"","FCS","6765538574379","null","FCS Surf Wax - Cold"
"","Pyzel","6762167107627","null","Pyzalien 2 XL Electralite EPS"
"","Firewire","6760716959787","null","Lowrider Thin 3 Piece Arch Traction"
"","FCS","6760716795947","null","FCS II Waxhead PG Single Fin"
"","Firewire","6760716533803","null","Mashup"
"","JS Surfboards","6760716468267","null","Xero"
"","LSD","6760716238891","https://surfboardempire.com.au/collections/twin-fin/products/ft1hckeel","Burger Twin Hard Bottom Epoxy Softboard"
"","FCS","6747538522155","null","FCS II MR78 PG Twin Fins"
"","Creatures","6747470069803","null","Shortboard Triple"
"","FCS","6747469709355","null","Nathan Florence Big Wave G10 Paddle Quad Fins"
"","FCS","6747469611051","null","Nathan Florence  Big Wave G10 Tri Fins"
"","FCS","6747469545515","null","Aipa Twin+1 PG Fins"
"","FCS","6747469348907","null","T&C PG Twin+1 Fins"
"","FCS","6747469086763","null","Tokoro PC Tri Fins"
"","Octopus","6747468955691","null","Ian Crane Traction"
"","Octopus","6747468562475","null","Mikey February Fish Traction"
"","Octopus","6747467710507","null","J Wide Traction"
"","Sharpeye","6590242881579","null","Inferno 72 (Clear)"
"","Sharpeye","6590245109803","null","Inferno 72 (with Spray)"
"","Futures","6742334341163","null","BMT FG Twin Fins"
"","Futures","6742333095979","null","SOC FG Twin Fin"
"","Futures","6742332833835","null","AMT Honeycomb Tri Fins"
"","Catch Surf","6742321561643","null","Odysea Log Inspired Unemployed Pro Softboard"
"","Tolhurst","6742306160683","null","BT Fish"
"","Chilli","6742306029611","null","Rarest Bird Twin Tech EPS"
"","Chilli","6742305996843","null","Mid Strength Twin Tech EPS"
"","Chilli","6742305964075","null","BV2 Twin Tech EPS"
"","T Patterson","6735250030635","null","Board With No Name"
"","Futures","6722571337771","null","Jack Freestone FG Thruster"
"","FCS","6712966971435","null","FCS II Carver Neo Glass Quad Rear/Side Byte Eco Fins"
"","Firewire","6712966873131","null","Slater KS1 3 Fin"
"","Endorfins","6712966807595","null","Slater KS1 5 Fin"
"","Rip Curl","6712966742059","null","Mirage MF1 Ultimate"
"","Hydro Flask","6712966512683","null","Insulated Lunch Bag"
"","Hydro Flask","6712966479915","null","Dry Storage"
"","Stay Covered","6712966152235","null","XXL Big Wave"
"","Stay Covered","6712966086699","null","Heavy Duty Hand Tied Leash"
"","Lost","6712886853675","https://surfboardempire.com.au/products/driver-30-squash","RNF 96"
"","JJF","6710624780331","null","Nathan Florence Pod Racer"
"","JJF","6710573334571","null","Ivan Florence Fish Softboard"
"","Lost","6708745961515","null","Step Driver"
"","Lost","6708242776107","null","Double Up"
"","Lost","6708242710571","null","Round Up"
"","Lost","6708232028203","null","Bean Bag"
"","Ob Five","6707917946923","null","Summer Vaycay Drop Through 38"""
"","Ob Five","6707916636203","null","Lotus Drop Through 38"""
"","Ob Five","6707916406827","null","Lotus Cruiser 28"""
"","Ob Five","6707916111915","null","Leilani Longboard 38"""
"","Lost","6707872661547","null","RV"
"","Lost","6707803488299","null","Evil Twin"
"","Rack It Up","6702677098539","null","Vertical Skateboard Display Rack"
"","Rack It Up","6702676279339","null","Snowboard Deck Display Rack"
"","FCS","6701457768491","null","T-3 Eco 3 Piece Traction"
"","O'Neill","6690616639531","null","Eclipse Bucket Hat 3.0"
"","O'Neill","6690615263275","null","Boys Hyperfreak 2mm Chest Zip Short Sleeve Full Suit"
"","O'Neill","6690614542379","null","Originals Towel"
"","O'Neill","6690613624875","null","Cloudbreak Surf Hat"
"","Sun Bum","6690612117547","null","Sun Bum SPF 15 Browning Oil 251ml"
"","Sun Bum","6690609627179","null","Beach Flyer"
"","Sun Bum","6690609528875","null","Original SPF50 Face Lotion PP"
"","HS","6688649838635","null","Loot Foamy"
"","Ocean & Earth","6688649576491","null","Ezi Rider Tri Fin Softboard"
"","Softech","6688648101931","null","Lil' Ripper Softboard"
"","Creatures","6688645152811","null","Reliance Grom Surf Cap"
"","Creatures","6688645120043","null","Fin Savers"
"","Sisstrevolution","6688644464683","null","Groovy City Rashguard"
"","Vissla","6688644399147","null","Boys High Seas 1mm Long Sleeve Jacket"
"","O'Neill","6688644169771","null","Bahia 2mm Back Zip Long Sleeve Mid Spring"
"","Vissla","6688643350571","null","Boys High Fire 1mm Long Sleeve Jacket"
"","O'Neill","6688643219499","null","Reactor UV Long Sleeve Rash Vest"
"","O'Neill","6688642727979","null","Hyperfreak Trvlr Nomad Boardshort"
"","O'Neill","6688642596907","null","Hydrofreak Hydro Comp Boardshort"
"","O'Neill","6688642334763","null","Hyperfreak TB3X 1.5Mm No Sleeve Vest"
"","O'Neill","6688642170923","null","Boys Hyperfreak 1.5mm TB3X Long Sleeve Wetsuit Jacket"
"","Creatures","6688642138155","null","Reliance Wrist Leash"
"","O'Neill","6688642039851","null","Cruise Front Zip 2mm Long Jane Wetsuit"
"","O'Neill","6688642007083","null","Blueprint Long Sleeve Front Zip 2mm Wetsuit Jacket"
"","O'Neill","6688641744939","null","O'Riginal 2mm Wetsuit Vest"
"","Firewire","6688641384491","null","Slater Front Foot Traction Pad"
"","Firewire","6688641286187","null","Weekend Thin Foot Traction Pad"
"","MF Softboards","6688641122347","null","DHD Twin Softboard"
"","Creatures","6688640008235","null","Icon Wrist"
"","Ocean & Earth","6688638828587","null","Barry Basic Longboard Cover"
"","Rip Curl","6688636928043","null","Junior Girl GBomb Sub Long Sleeve Spring Suit"
"","MF Softboards","6688633847851","null","Twin Town"
"","O'Neill","6688633258027","null","Reactor UV Short Sleeve Rash Vest"
"","O'Neill","6688632733739","null","Psycho UV Long Sleeve Rash Vest"
"","O'Neill","6688632635435","null","Psycho UV Short Sleeve Rash Vest"
"","Chilli","6688630865963","null","Hot Knife"
"","Chilli","6688630767659","null","Volume II"
"","Chilli","6688630669355","null","BV2"
"","Chilli","6688630603819","null","Faded 2.0"
"","Chilli","6688630505515","null","Rarest Bird"
"","Chilli","6688629588011","null","Mid Strength"
"","Sharpeye","6688629555243","null","Disco Cheater"
"","STCY","6688628998187","null","Bullet Twin"
"","STCY","6688628441131","null","Times Two"
"","STCY","6688627916843","null","Ohlson Twin"
"","STCY","6688627851307","null","Master Killer"
"","STCY","6688627753003","null","The Roach II"
"","Channel Islands","6688625360939","null","Sampler"
"","Captain Fin Co","6688623132715","null","Mikey February Bonzer"
"","Hayden Shapes","6688622805035","null","Hypto Krypto Twin PU"
"","Futures","6688622084139","null","LB Techflex 2+1 Set Fins"
"","Futures","6688622018603","null","Gerry Lopez Single Fin"
"","Futures","6688621756459","null","Zack Flores Twin"
"","LSD","6688620609579","null","Twinny Osseus Stringered Epoxy"
"","O'Neill","6688616284203","null","Defender 1mm Long Sleeve Crew Revo"
"","O'Neill","6688616153131","null","Boys Reactor 2mm Back Zip Short Sleeve Spring Suit"
"","O'Neill","6688615989291","null","Hyperfreak Solid 2.0 Boardshort"
"","O'Neill","6688615923755","null","Hyperfreak Hydro"
"","O'Neill","6688615792683","null","Therma Short Sleeve Crew"
"","O'Neill","6688615759915","null","Thermo Long Sleeve Crew"
"","O'Neill","6688614875179","null","Bahia 2mm Long Sleeve Back Zip Long Spring"
"","O'Neill","6688614776875","null","Bahia 2mm Short Sleeve Chest Zip Full Suit"
"","STCY","6688614645803","null","Binggal Bulaa Twin"
"","Rip Curl","6688614055979","null","Wettie Logo Short Sleeve UV Shirt"
"","O'Neill","6688613990443","null","24/7 Tech Long Sleeve Surf tee"
"","O'Neill","6688613629995","null","Reactor II 2mm Back Zip No Sleeve Shorty"
"","O'Neill","6688613498923","null","Boys Hyperfreak TB3X 1.5mm Long Sleeve crew"
"","Hydro Flask","6688613433387","null","Wine Bottle 25oz"
"","Hydro Flask","6688613400619","null","Unbound Ice Pack"
"","Hydro Flask","6688613335083","null","Wine Tumbler Lid 10oz"
"","Hydro Flask","6688613236779","null","Closeable Press-In Lid"
"","Hydro Flask","6688613204011","null","Packable Bottle Sling"
"","Hydro Flask","6688613138475","null","Wide Flex Cap"
"","O'Neill","6688612876331","null","Reactor II 1mm Short Sleeve Crew"
"","LSD","6688611532843","null","Chubby Chedda 2 Osseus Stringered Epoxy"
"","Futures","6688611106859","null","Admiral Fiberglass Single Fin"
"","Futures","6688610517035","null","3/4"" box filler kit"
"","Thunderbolt","6688610385963","null","The Gem Diamond - Thunderbolt Red"
"","O'Neill","6688607010859","null","Hyperfreak 2mm Chest Zip Spring Suit"
"","Hurley","6688606519339","null","B ADVTG Plus 1/1mm RV Jacket"
"","Feel Good Inc.","6688606060587","null","Baby Mineral Sunscreen SPF 50+"
"","Feel Good Inc.","6688606027819","null","After Sun Cooling Lotion"
"","Feel Good Inc.","6688605929515","null","Sensitive Body Milk"
"","Catch Surf","6688605470763","null","Odysea Classic Bodyboard"
"","O'Neill","6688605175851","null","Reactor UV Long Sleeve Rash Tee"
"","O'Neill","6688604848171","null","Reactor UV Short Sleeve Rash Tee"
"","O'Neill","6688604749867","null","Davenport UV Long Sleeve Surf Tee"
"","O'Neill","6688604618795","null","24/7 Hybrid UV Short Sleeve Surf Tee"
"","O'Neill","6688604520491","null","Defender Chest Zip Short Sleeve Spring Suit 2mm"
"","O'Neill","6688604422187","null","O'Riginal 2mm Zipperless Long John"
"","O'Neill","6688604127275","null","Defender Back Zip Short Sleeve Spring Suit 2mm"
"","NSP","6688603144235","null","NSP Protech Fun"
"","Catch Surf","6688601407531","null","Odysea Skipper Tyler Stanaland Pro Quad Softboard"
"","FCS","6688595050539","null","Skindog PC Medium Bytes"
"","Channel Islands","6688575684651","null","Neck Beard 3 Spine Tek"
"","O'Neill","6688574308395","null","Bahia Back Zip Full 3/2MM"
"","Ocean & Earth","6688573194283","null","Dakota Walters Pro Center Deck"
"","Ob Five","6688542097451","null","Em Carey Pastel Cruiser 28"""
"","Ob Five","6688541999147","null","Em Carey Pastel Drop Through 38"""
"","Ob Five","6688541900843","null","Wave Park Hyper Cruiser 28"""
"","Ob Five","6688541769771","null","Fantasy Island Drop Through"
"","Ob Five","6688541671467","null","Summer Vaycay Cruiser 28"""
"","Ob Five","6688538755115","null","Daisy Cruiser 28"""
"","Lost","6687067897899","null","RNF 96 Lightspeed EPS"
"","Lost","6679392092203","null","Lost Logo Trucker"
"","Pyzel","6678937337899","null","Mini Ghost Round Electralite EPS"
"","Feel Good Inc.","6625800388651","https://surfboardempire.com.au/collections/summer-gift-guide-under-50/products/kakaduplumbodymilk-moisturiser","Kakadu Plum Sunscreen Lotion SPF 50+"
"","Feel Good Inc.","6625800355883","null","Kakadu Plum Body Milk - Moisturiser"
"","Fu","6622555537451","null","FU Wax"
"","Channel Islands","6622524080171","null","Rocket Wide Squash Spine Tek"
"","FCS","6618314768427","null","FCS II MF PC Twin + Stabiliser Fins"
"","FCS","6617646989355","null","RM PG Quad Fins"
"","FCS","6616013701163","null","Kelia Moniz PG"
"","FCS","6616013635627","null","FCS II Flow II PG"
"","FCS","6615975034923","null","FCS II Pivot II PG"
"","FCS","6615968088107","null","FCS II Rob Machado PG Side Bytes"
"","FCS","6615967989803","null","JS Modern Keel PG"
"","FCS","6615967760427","null","FCS II CI PC Reactor Tri Fins"
"","FCS","6615967498283","null","FCS II Machado PG Single Fin"
"","Pyzel","6615786848299","null","Mini Ghost Squash"
"","Pyzel","6615040557099","null","Mini Ghost Round"
"","Carver","6614758850603","null","29.5"" Lost x Carver RNF Retro - C7 Complete"
"","Firewire","6614662152235","null","Greedy Beaver"
"","Gorilla Grip","6614366617643","null","Kick Mid Deck Traction"
"","Gorilla Grip","6614366552107","null","Kick Traction"
"","Gorilla Grip","6614366453803","null","Warp Traction"
"","Gorilla Grip","6614366421035","null","Warp Mid Deck"
"","FCS","6614366158891","null","Julian Tread-Lite Traction"
"","FCS","6614366126123","null","Kolohe Tread-Lite Traction"
"","FCS","6614349709355","null","Toledo Tread-Lite Traction"
"","FCS","6612477378603","null","FCS II Single PG Fin"
"","FCS","6612475379755","null","FCS II JS Power Twin PG Fins"
"","Captain Fin Co","6612473118763","null","CF Keel Twin Fins"
"","Carver","6612310622251","null","30"" ...Lost Rocket Redux - C7 Complete"
"","Carver","6612310589483","null","30.5"" ...Lost Puddle Jumper - C7 Complete"
"","Carver","6612310491179","null","29.25"" CI Fishbeard - C7 Complete"
"","Carver","6612310458411","null","29"" ...Lost Hydra - C7 Complete"
"","FCS","6600013479979","null","Freedom Helix Comp Leash"
"","FCS","6599972487211","null","Freedom Helix All Round Leash"
"","Yow","6595777265707","null","Dark 2 34.5"" Pukas x Yow Surfskate"
"","Vissla","6595527376939","null","7 Seas 2-2 Short Sleeve Full Suit Back Zip"
"","Vissla","6594875785259","null","7 Seas 3/2mm Back Zip Full Suit"
"","Pyzel","6594862776363","null","Highline"
"","Vissla","6594861105195","null","7 Seas 2/2mm Short Sleeve Full Suit"
"","Pyzel","6594826797099","null","Mid Length Crisis"
"","Firewire","6594309718059","null","Sunday"
"","Channel Islands","6594299363371","null","Neck Beard 3"
"","Channel Islands","6594287861803","null","Two Happy"
"","Channel Islands","6590044733483","https://surfboardempire.com.au/collections/fins/products/channelislandstwinpinfin","Twin Pin with Tint"
"","Lost","6587921170475","https://surfboardempire.com.au/products/driver-30-squash","Rad Ripper LightSpeed EPS"
"","MR","6587920744491","null","Cali Twin LightSpeed EPS"
"","Futures","6584822923307","null","Coffin Bros FG Tri Fin"
"","Futures","6583612473387","null","F4 Thermotech Tri Fins"
"","Channel Islands","6578983010347","null","4 Piece Front Grip"
"","Futures","6577997348907","null","Machado Twin + 1 Blackstix 3.0 Fins"
"","Futures","6577993023531","null","AM1 Alpha Series Tri Fins"
"","Rip Curl","6576942088235","null","Flashbomb 3/2mm Zip Free Full Suit"
"","Rip Curl","6576934780971","null","Boys Dawn Patrol 2mm Short Sleeve Springsuit"
"","O'Neill","6576918036523","null","Defender 2mm Chest Zip Short Sleeve Full Suit"
"","Futures","6575596830763","null","Voodoo 3 Piece Combo Traction"
"","Futures","6575589883947","null","Wildcat 2 Piece Flat Traction"
"","Gorilla Grip","6575588278315","null","Phat Three Black Cloud Traction"
"","Futures","6574891270187","null","Jordy Signature Traction"
"","Yow","6571302813739","null","Pipe 32"" Yow Surfskate"
"","Yow","6571302780971","null","Shadow 34"" Pyzel x Yow Surfskate"
"","Yow","6571302748203","null","Lane Splitter 34"" Christenson x Yow Surfskate"
"","Yow","6571302682667","null","Medina x Yow Camo 33.5""Surfskate"
"","Yow","6571302649899","null","Huntington 30"" Grom Series Yow Surfskate"
"","Yow","6571302617131","null","Hossegor 29"" Grom Series Yow Surfskate"
"","Yow","6571302551595","null","Hole Shot 33.85"" Christenson x Yow Surfskate"
"","Yow","6571302518827","null","Ghost 33.5"" Pyzel x Yow Surfskate"
"","Yow","6571302387755","null","C-Hawk 33"" Christenson x Yow Surfskate"
"","Yow","6571302354987","null","Arica 33"" Yow Surfskate"
"","Creatures","6571996872747","null","Griffin Colapinto Lite Traction"
"","Futures","6571988320299","null","Brewster 3 Piece Square Grid Traction"
"","Rip Curl","4830120968235","null","Dawn Patrol 2mm Chest Zip Short Sleeve Full Suit"
"","LSD","6565211406379","null","Logo Tail Pad"
"","O'Neill","6562123907115","null","Hyperfreak Comp 3/2mm  Zipperless Full Suit"
"","O'Neill","6561410187307","null","Hyperfreak 2mm Chest Zip Short Sleeve Spring Suit"
"","Creatures","6557417046059","null","Italo Ferreira Lite Signature Traction"
"","O'Neill","6554549944363","null","Womens Hyperfreak 2mm Chest Zip Long Sleeve Spring Suit"
"","Lost","6551598694443","null","Masher Stubby Cooler"
"","SBE","6551598661675","null","Cooly Rat Stubby Cooler"
"","SBE","6551598628907","null","Bad Brains Stubby Cooler"
"","Hydro Flask","6551585521707","null","Coffee Cup  Wide Flex Sip Lid"
"","Hydro Flask","6551562354731","https://hydroflask.com.au/collections/accessories/products/straw-lid","Hydroflask 12oz Coffee Cup"
"","T Patterson","6550890971179","null","IF 15"
"","Lost","6549537783851","null","Sub Driver 2.0 Grom"
"","FCS","6547972128811","null","FCS II H4 Quad Rear Fins"
"","O'Neill","6545899061291","null","Hyperfreak TB3X 1.5mm Long Sleeve Vest"
"","O'Neill","6545875730475","null","Hyperfreak 3/2mm Chest Zip Full Suit"
"","O'Neill","6545726177323","null","Hyperfreak 2mm Chest Zip Short Sleeve Full Suit"
"","Pyzel","6544790880299","https://surfboardempire.com.au/products/astroglider","Astro Pop ElectraLite EPS"
"","Octopus","6542002126891","null","Biohaz Traction"
"","Futures","6541737852971","null","Gerry 7.75"" Single Fin"
"","Astro Deck","6536113815595","null","Front Foot Gridlock 2 Piece Traction"
"","Gorilla Grip","6536112209963","null","Kyuss Traction"
"","Futures","6535979302955","null","Stretch Honeycomb Quad Fins"
"","Futures","6535964721195","null","Rob Machado V2 Blacksticks 3.0 Tri Fins"
"","FCS","6535218659371","null","Rob Machado PG Tri-Keel Fins"
"","Futures","6535205978155","null","Firewire Honeycomb Tri-Quad Fins"
"","FCS","6535184318507","null","FCS II Harley Quad Fins"
"","Futures","4891372683307","null","F8 Thruster Soft Fins (Packaged)"
"","FCS","4891369865259","null","FCS II Christenson Performance Glass Longboard Fin"
"","FCS","4891366522923","null","Carver PG Quad Rear Side Byte Fins"
"","Captain Fin Co","4891355775019","null","Scotty Stopnik Single Fin"
"","Captain Fin Co","4890652508203","null","CF Raked Single Fin"
"","Futures","4890620362795","null","V2 F8 Blackstix Tri Fins"
"","FCS","4481436942379","null","FCS II Rob Machado PC Twin + Stabiliser Fins"
"","Vans","4887273865259","null","UltraRange Exo"
"","Lost","4886421569579","null","Puddle Jumper HP LightSpeed EPS"
"","FCS","4886399352875","null","FCS II CI PC Tri Fins"
"","Firewire","4881732567083","null","Flat Earth (LFT)"
"","MR","4881236656171","null","The Scalded Cat"
"","LSD","4877528170539","null","The Hammer"
"","Lib Tech","4876649627691","null","Lib Tech - Lost Rocket Redux"
"","Lib Tech","4876330762283","null","Lib Tech - Lost Puddle Jumper HP"
"","Lost","4875696504875","null","Uber Driver LightSpeed EPS"
"","Firewire","4872343912491","null","Twice Baked"
"","Catch Surf","4870794870827","null","Heritage Retro Fish Softboard"
"","Catch Surf","4870774325291","null","Beater Original 54 Twin Softboard"
"","Pyzel","4870701809707","null","Astro Glider"
"","Pyzel","4867954737195","null","Shadow XL"
"","T Patterson","4862476189739","null","Pool Party 2"
"","T Patterson","4862467735595","null","Synthetic 84"
"","Catch Surf","4862466654251","null","Odysea Skipper Quad Jamie O'Brien Pro Softboard"
"","Futures","4862124654635","null","Ando Blackstix 3.0 Tri Fins"
"","Futures","4861645029419","null","QD2 4"" Symmetrical Thermotech Quad Rears"
"","Futures","4861644046379","null","QD2 3.75"" Alpha Quad Fins"
"","Futures","4861643522091","null","Mayhem Evil Twin + Stabiliser"
"","JS Surfboards","4859482210347","null","Blak Box 3 Squash Tail HYFI"
"","Octopus","4858492354603","null","Mikey February Traction"
"","Pyzel","4857549586475","null","Gromlin"
"","Pyzel","4857536839723","null","Phantom Grom"
"","Softech","4856899502123","null","The Triplet Softboard"
"","Softech","4856898781227","null","The Middie Softboard"
"","Futures","4856893636651","null","Pyzel Padillac Quad Fins"
"","Firewire","4856838094891","null","Front Foot Hex Traction"
"","Firewire","4856835637291","null","Slater 5 Piece Action Traction"
"","Captain Fin Co","4856564711467","null","Panda Keel Twin Fins"
"","Captain Fin Co","4856558190635","null","Josh Hall Tri Fins"
"","Hayden Shapes","4856534401067","https://surfboardempire.com.au/collections/twin-fin/products/fcsiipowertwin1pgfins","MISC Future-Flex"
"","FCS","4856513298475","null","FCS Surf Wax - Cool"
"","Creatures","4856494784555","null","Sex Wax Green Cool"
"","Sharpeye","4856222154795","null","Modern 2 Surftech E2 Fusion"
"","Ob Five","4856178638891","null","OB Five Happy Hour Cruiser 28"""
"","Ob Five","4855324082219","null","Leilani Cruiser 28"""
"","Captain Fin Co","4854923886635","null","CF Twin Especial Fins"
"","Creatures","4854599581739","null","Fish Icon Lite"
"","Creatures","4854598697003","null","Shortboard Aero Lite Cover"
"","Creatures","4854594011179","null","Shortboard Icon Lite"
"","Creatures","4854592569387","null","Longboard Icon Sox"
"","Creatures","4854589620267","null","Fish Day Use Cover DT 2.0"
"","Creatures","4854588538923","null","Short Board Icon Sox"
"","Creatures","4854585720875","null","Fish Icon Sox"
"","FCS","4853899722795","null","FCS Leg Rope String"
"","FCS","4853888516139","null","FCS D-Ring Tie Downs"
"","FCS","4853885960235","null","FCS D-Ring Tie Down Soft Racks"
"","Creatures","4853864759339","null","Nose Protector"
"","FCS","4853840642091","null","FCS Key Lock"
"","Ocean & Earth","4852539097131","null","O&E Slimline Comp 6ft Leash"
"","Creatures","4852515438635","null","Icon 9ft Leash"
"","Creatures","4852514095147","null","Icon 8ft Leash"
"","Creatures","4852512129067","null","Icon 7ft Leash"
"","Rip Curl","4852504526891","null","Tech Bomb Long Sleeve UV Tee Rash Vest"
"","Ocean & Earth","4852501315627","null","O&E Slimline Ultralight Pro Comp 6ft Leash"
"","Vissla","4852498923563","null","Alltime Short Sleeve Rashie"
"","Ocean & Earth","4852489715755","null","One XT Premium 8'0"" Leash"
"","Feel Good Inc.","4851864993835","null","Sticky Zinc SPF 50+"
"","Feel Good Inc.","4851859357739","null","Signature Sunscreen Lotion SPF 50+"
"","Feel Good Inc.","4851854114859","null","Sensitive Sunscreen Lotion SPF 50+"
"","Feel Good Inc.","4851849822251","null","Pawpaw Nectar"
"","Feel Good Inc.","4851848839211","null","Coconut Sunscreen Lotion SPF 50+"
"","Feel Good Inc.","4851840843819","null","Coco Milk Moisturiser"
"","Sun Bum","4851369967659","null","Signature SPF 40 Tinted Face Stick"
"","Sun Bum","4851353452587","null","Original SPF 30 Sunscreen Lotion 237ml"
"","Lost","4851292700715","null","Sub Driver 2.0 Lightspeed EPS"
"","Futures","4851005390891","null","AM2 Techflex Tri Fins"
"","Hydro Flask","4850601197611","null","Coffee Mug 12oz"
"","Hydro Flask","4850598117419","null","Hydration 21oz Standard"
"","Hydro Flask","4850592841771","null","2.0 Hydration 32oz Wide"
"","MF Softboards","4849022468139","null","DHD Black Diamond Softboard"
"","T Patterson","4848634331179","null","X-File 2.0"
"","FCS","4848090611755","null","FCS II MR PC  Twin + Stabiliser Fins"
"","Channel Islands","4844917620779","null","New Flyer PU Grovellor"
"","Hayden Shapes","4844905725995","null","Holy Grail Future-Flex"
"","FCS","4844317311019","null","FCS II Firewire PC Tri Quad Fins"
"","Firewire","4843505123371","null","The Gem Diamond Series"
"","Firewire","4843456004139","null","Dominator 2.0"
"","Firewire","4843436736555","null","Seaside and Beyond Timber Tek"
"","Firewire","4843422416939","null","Seaside and Beyond LFT"
"","JS Surfboards","4841109028907","null","Monsta Box 2020 Swallow Tail HYFI"
"","JS Surfboards","4841096609835","null","Monsta 2020 Squash Tail HYFI"
"","Octopus","4841055780907","null","Swallow Traction"
"","Futures","4836745674795","null","Machado Pivot Blackstix 3.0 Tri Fins"
"","FCS","4835923296299","null","FCS II Christenson Twin PG Fins"
"","Catch Surf","4835898228779","null","Wave Bandit EZ Rider Ben Gravy Pro Softboard"
"","Firewire","4297139126315","null","Seaside"
"","Hayden Shapes","4835152986155","null","Hypto Krypto Future Flex"
"","Firewire","4835141648427","null","Sci-Fi 2.0 Grom"
"","JJF","4832931905579","https://surfboardempire.com.au/products/f8thermotachthruster","Gremlin Softboard"
"","JJF","4832931872811","https://surfboardempire.com.au/products/f8thermotachthruster","Astrofish Softboard"
"","Rip Curl","4831793807403","null","G BOMB Long Sleeve 1mm Spring Hi Cut Wetsuit"
"","Softech","4830155964459","null","Eric Geiselman Flash Softboard"
"","Rip Curl","4830116020267","null","Dawn Patrol 1.5mm Short John"
"","Futures","4825383600171","null","QD2 3.75"" Flat HC Quad Rear Fins"
"","Futures","4825383501867","null","F6 Honeycomb Tri Fins"
"","Futures","4825377177643","null","F4 Alpha Tri-Quad Fins"
